Track ID,ROI ID,Track  (um),Track duration (s),Track speed (um/s),x1,y1,x2,y2
1,0002-0007-0074,2.975,140,0.021,51,14,98,0
2,0002-0006-0074,2.975,130,0.023,51,13,98,0
