,n values,chimin
0,1.0,558.9467540031529
1,1.0100502512562815,557.6942288380436
2,1.020100502512563,556.4549861525377
3,1.0301507537688441,555.2291118106201
4,1.0402010050251256,554.0166892780388
5,1.050251256281407,552.8178003143806
6,1.0603015075376885,551.6325240651017
7,1.07035175879397,550.4609369885875
8,1.0804020100502512,549.303114095142
9,1.0904522613065326,548.1591275416065
10,1.100502512562814,547.029047190567
11,1.1105527638190955,545.9129406344581
12,1.120603015075377,544.8108731148366
13,1.1306532663316582,543.722907506795
14,1.1407035175879396,542.649104308647
15,1.150753768844221,541.5895218206136
16,1.1608040201005025,540.5442152423722
17,1.170854271356784,539.5132384223341
18,1.1809045226130652,538.4966420594208
19,1.1909547738693467,537.4944747314987
20,1.2010050251256281,536.5067825577015
21,1.2110552763819096,535.53360942788
22,1.221105527638191,534.5749961598162
23,1.2311557788944723,533.6309819890373
24,1.2412060301507537,532.7016033658429
25,1.2512562814070352,531.7868943280663
26,1.2613065326633166,530.8868866034394
27,1.271356783919598,530.0016092039954
28,1.2814070351758793,529.1310890751444
29,1.2914572864321607,528.2753506484144
30,1.3015075376884422,527.4344159599416
31,1.3115577889447236,526.6083046565477
32,1.321608040201005,525.7970340026847
33,1.3316582914572863,525.0006188882422
34,1.3417085427135678,524.2190718372013
35,1.3517587939698492,523.4524030171126
36,1.3618090452261307,522.7006202493923
37,1.3718592964824121,521.9637290204294
38,1.3819095477386933,521.2417324934901
39,1.391959798994975,520.5346315213981
40,1.4020100502512562,519.8424246599964
41,1.4120603015075377,519.1651081823601
42,1.4221105527638191,518.502676093765
43,1.4321608040201004,517.8551201473813
44,1.442211055276382,517.2224298511362
45,1.4522613065326633,516.6045925242894
46,1.4623115577889447,516.0015932541297
47,1.4723618090452262,515.4134149566121
48,1.4824120603015074,514.8400383846101
49,1.492462311557789,514.2814421477254
50,1.5025125628140703,513.737602732728
51,1.5125628140703518,513.2084945246155
52,1.5226130653266332,512.6940898282706
53,1.5326633165829144,512.1943588907067
54,1.542713567839196,511.7092699238764
55,1.5527638190954773,511.2387891280356
56,1.5628140703517588,510.7828807156377
57,1.5728643216080402,510.3415069357463
58,1.5829145728643215,509.9146280989438
59,1.5929648241206031,509.502202602725
60,1.6030150753768844,509.10418695735115
61,1.6130653266331658,508.72053581214857
62,1.6231155778894473,508.3512019822376
63,1.6331658291457285,507.9961364756667
64,1.6432160804020102,507.6552885209389
65,1.6532663316582914,507.32860559491115
66,1.6633165829145728,507.0160334510455
67,1.6733668341708543,506.7175161479962
68,1.6834170854271355,506.4329960785144
69,1.6934673366834172,506.1624139986491
70,1.7035175879396984,505.90570905722905
71,1.7135678391959799,505.66281882560554
72,1.7236180904522613,505.43367932763806
73,1.7336683417085426,505.21822506990213
74,1.7437185929648242,505.0163891265553
75,1.7537688442211055,504.8281029457271
76,1.763819095477387,504.6532967267254
77,1.7738693467336684,504.4918992129114
78,1.7839195979899498,504.3438377841332
79,1.7939698492462313,504.20903848789436
80,1.8040201005025125,504.0874260706234
81,1.814070351758794,503.9789240090233
82,1.8241206030150754,503.8834545414814
83,1.8341708542713568,503.8009386995276
84,1.8442211055276383,503.7312963393192
85,1.8542713567839195,503.6744461731387
86,1.864321608040201,503.63030580088537
87,1.8743718592964824,503.5987917415479
88,1.8844221105527639,503.57981946463724
89,1.8944723618090453,503.57330342156797
90,1.9045226130653266,503.57915707697106
91,1.914572864321608,503.5972929399216
92,1.9246231155778895,503.6276225950681
93,1.934673366834171,503.67005673364855
94,1.9447236180904524,503.7245051843777
95,1.9547738693467336,503.79087694419184
96,1.964824120603015,503.8690802088381
97,1.9748743718592965,503.9590224032943
98,1.984924623115578,504.06061021200514
99,1.9949748743718594,504.17374960885115
100,2.0050251256281406,504.2983458872427
101,2.015075376884422,504.4343036893974
102,2.0251256281407035,504.58152703590196
103,2.035175879396985,504.73991935481655
104,2.0452261306532664,504.9093835105606
105,2.0552763819095476,505.08982183253204
106,2.065326633165829,505.2811361434518
107,2.0753768844221105,505.4832277874243
108,2.085427135678392,505.6959976577023
109,2.0954773869346734,505.9193462241494
110,2.1055276381909547,506.15317356039117
111,2.115577889447236,506.3973793706438
112,2.1256281407035176,506.65186301621594
113,2.1356783919597992,506.9165235416758
114,2.1457286432160805,507.1912597006738
115,2.1557788944723617,507.475969981417
116,2.165829145728643,507.7705526317874
117,2.1758793969849246,508.07490568409946
118,2.1859296482412063,508.3889269794905
119,2.1959798994974875,508.712514191939
120,2.2060301507537687,509.04556485190744
121,2.21608040201005,509.3879763696031
122,2.2261306532663316,509.7396460578566
123,2.2361809045226133,510.10047115461083
124,2.2462311557788945,510.4703488450199
125,2.2562814070351758,510.8491762831557
126,2.266331658291457,511.2368506108951
127,2.2763819095477387,511.63326898671914
128,2.2864321608040203,512.0383285960947
129,2.2964824120603016,512.4519266774638
130,2.306532663316583,512.8739605406225
131,2.316582914572864,513.3043275860043
132,2.3266331658291457,513.7429253235597
133,2.3366834170854274,514.1896513912296
134,2.3467336683417086,514.6444035730145
135,2.35678391959799,515.1070798166385
136,2.366834170854271,515.5775782508098
137,2.3768844221105527,516.0557972020794
138,2.3869346733668344,516.5416352112984
139,2.3969849246231156,517.034991049675
140,2.407035175879397,517.5357637344373
141,2.417085427135678,518.0438525440974
142,2.4271356783919598,518.5591570333268
143,2.4371859296482414,519.0815770474389
144,2.4472361809045227,519.6110127364889
145,2.457286432160804,520.1473645689855
146,2.467336683417085,520.6905333452269
147,2.477386934673367,521.2404202102593
148,2.4874371859296485,521.7969266664638
149,2.4974874371859297,522.3599545857729
150,2.507537688442211,522.9294062215265
151,2.5175879396984926,523.5051842199663
152,2.527638190954774,524.0871916313764
153,2.5376884422110555,524.6753318846095
154,2.5477386934673367,525.269508932818
155,2.557788944723618,525.8696270730024
156,2.5678391959798996,526.4755910756345
157,2.577889447236181,527.0873061657018
158,2.5879396984924625,527.7046780318124
159,2.5979899497487438,528.3276128349816
160,2.608040201005025,528.9560172171018
161,2.6180904522613067,529.5897983091045
162,2.628140703517588,530.2288637388193
163,2.6381909547738696,530.8731216385346
164,2.648241206030151,531.5224806522665
165,2.658291457286432,532.1768499427411
166,2.6683417085427137,532.8361391980983
167,2.678391959798995,533.5002586383172
168,2.6884422110552766,534.169119021377
169,2.698492462311558,534.842631649151
170,2.708542713567839,535.5207083730473
