,n values,chimin
0,1.0,3.2281191120107944
1,1.020100502512563,3.1696456467590792
2,1.0402010050251256,3.1117005699162172
3,1.0603015075376885,3.0542932741632445
4,1.0804020100502512,2.997432779679752
5,1.100502512562814,2.9411277192993164
6,1.120603015075377,2.885386336314679
7,1.1407035175879396,2.8302164762519273
8,1.1608040201005025,2.7756255994316494
9,1.1809045226130652,2.721620763768766
10,1.2010050251256281,2.668208631850417
11,1.221105527638191,2.6153954570379514
12,1.2412060301507537,2.563187102695084
13,1.2613065326633166,2.5115890255637545
14,1.2814070351758793,2.4606062852646584
15,1.3015075376884422,2.4102435466693386
16,1.321608040201005,2.3605050694506304
17,1.3417085427135678,2.31139472777408
18,1.3618090452261307,2.2629160002851045
19,1.3819095477386933,2.215071977606842
20,1.4020100502512562,2.167865371704891
21,1.4221105527638191,2.1212985073351547
22,1.442211055276382,2.0753733440199866
23,1.4623115577889447,2.030091464375568
24,1.4824120603015074,1.985454091940279
25,1.5025125628140703,1.9414620950063362
26,1.5226130653266332,1.898115987517287
27,1.542713567839196,1.8554159422533625
28,1.5628140703517588,1.8133617981315147
29,1.5829145728643215,1.771953062515652
30,1.6030150753768844,1.7311889238815703
31,1.6231155778894473,1.691068258917157
32,1.6432160804020102,1.6515896410121247
33,1.6633165829145728,1.6127513489861447
34,1.6834170854271355,1.5745513765500838
35,1.7035175879396984,1.5369874395585355
36,1.7236180904522613,1.5000569879969268
37,1.7437185929648242,1.4637572128958878
38,1.763819095477387,1.4280850599877208
39,1.7839195979899498,1.3930372342360504
40,1.8040201005025125,1.3586102129882485
41,1.8241206030150754,1.3248002554834204
42,1.8442211055276383,1.2916034105414784
43,1.864321608040201,1.2590155309395996
44,1.8844221105527639,1.2270322766266961
45,1.9045226130653266,1.1956491324863676
46,1.9246231155778895,1.164861409856232
47,1.9447236180904524,1.134664263181444
48,1.964824120603015,1.1050526970260033
49,1.984924623115578,1.0760215721008097
50,2.0050251256281406,1.0475656221191292
51,2.0251256281407035,1.0196794554345634
52,2.0452261306532664,0.9923575685902282
53,2.065326633165829,0.965594355713618
54,2.085427135678392,0.9393841127179596
55,2.1055276381909547,0.9137210515525697
56,2.1256281407035176,0.8885993036573219
57,2.1457286432160805,0.8640129317921639
58,2.165829145728643,0.8399559352213295
59,2.1859296482412063,0.8164222603059907
60,2.2060301507537687,0.793405803876946
61,2.2261306532663316,0.7709004240259951
62,2.2462311557788945,0.7488999459831263
63,2.266331658291457,0.7273981680303212
64,2.2864321608040203,0.7063888683462448
65,2.306532663316583,0.6858658116928967
66,2.3266331658291457,0.6658227548385653
67,2.3467336683417086,0.6462534518407174
68,2.366834170854271,0.6271516606432046
69,2.3869346733668344,0.6085111468292553
70,2.407035175879397,0.5903256892406022
71,2.4271356783919598,0.5725890844028276
72,2.4472361809045227,0.5552951508674074
73,2.467336683417085,0.5384377333016496
74,2.4874371859296485,0.52201070633018
75,2.507537688442211,0.5060079781322457
76,2.527638190954774,0.49042349379964945
77,2.5477386934673367,0.4752512385830144
78,2.5678391959798996,0.46048524025745374
79,2.5879396984924625,0.44611957266163066
80,2.608040201005025,0.4321483575205313
81,2.628140703517588,0.41856576686928576
82,2.648241206030151,0.40536602509861963
83,2.6683417085427137,0.3925434108047455
84,2.6884422110552766,0.380092258450922
85,2.708542713567839,0.36800695984802184
86,2.728643216080402,0.35628196546151064
87,2.748743718592965,0.3449117856566139
88,2.7688442211055277,0.3338909912215384
89,2.7889447236180906,0.32321421496490943
90,2.809045226130653,0.31287615182400075
91,2.829145728643216,0.3028715595841853
92,2.849246231155779,0.29319525929992357
93,2.869346733668342,0.2838421356274007
94,2.8894472361809047,0.2748071368447531
95,2.909547738693467,0.2660852752596995
96,2.92964824120603,0.2576716268198413
97,2.949748743718593,0.24956133125352886
98,2.969849246231156,0.24174959170950527
99,2.9899497487437188,0.234231674540181
100,3.0100502512562812,0.22700290891951874
101,3.030150753768844,0.22005868640613202
102,3.050251256281407,0.2133944604420386
103,3.07035175879397,0.2070057457924313
104,3.090452261306533,0.20088811793150801
105,3.1105527638190953,0.19503721237933933
106,3.130653266331658,0.18944872399443327
107,3.150753768844221,0.18411840622654196
108,3.170854271356784,0.17904207033399008
109,3.190954773869347,0.17421558456961725
110,3.21105527638191,0.16963487333922875
111,3.2311557788944723,0.1652959163362137
112,3.251256281407035,0.16119474765582487
113,3.271356783919598,0.15732745489238256
114,3.291457286432161,0.15369017822250058
115,3.311557788944724,0.15027910947722042
116,3.3316582914572863,0.14709049120577458
117,3.351758793969849,0.14412061573352156
118,3.371859296482412,0.14136582421641689
119,3.391959798994975,0.13882250569722784
120,3.412060301507538,0.13648709614565277
121,3.4321608040201004,0.13435607753990153
122,3.4522613065326633,0.13242597690739738
123,3.472361809045226,0.1306933653988413
124,3.492462311557789,0.12915485736407906
125,3.512562814070352,0.12780710943072635
126,3.5326633165829144,0.12664681960860874
127,3.5527638190954773,0.12567072638486798
128,3.5728643216080402,0.12487560784708725
129,3.592964824120603,0.12425828081360608
130,3.613065326633166,0.12381559997916239
131,3.6331658291457285,0.12354445707559684
132,3.6532663316582914,0.12344178004833453
133,3.6733668341708543,0.12350453224927545
134,3.693467336683417,0.12372971164665673
135,3.71356783919598,0.1241143500524051
136,3.7336683417085426,0.12465551236741368
137,3.7537688442211055,0.12535029584515153
138,3.7738693467336684,0.12619582937394408
139,3.7939698492462313,0.12718927277823616
140,3.814070351758794,0.12832781613909042
141,3.8341708542713566,0.12960867913415935
142,3.8542713567839195,0.13102911039730292
143,3.8743718592964824,0.1325863868980342
144,3.8944723618090453,0.13427781334090635
145,3.9145728643216082,0.13610072158496145
146,3.9346733668341707,0.1380524700833181
147,3.9547738693467336,0.14013044334296926
148,3.9748743718592965,0.14233205140482974
149,3.9949748743718594,0.14465472934406925
150,4.015075376884422,0.14709593679075075
151,4.035175879396985,0.1496531574707635
152,4.055276381909548,0.1523238987670637
153,4.075376884422111,0.15510569130118698
154,4.0954773869346734,0.15799608853773797
155,4.115577889447236,0.16099266639273582
156,4.135678391959799,0.16409302290303213
157,4.155778894472362,0.16729477786129893
158,4.175879396984925,0.17059557249658322
159,4.1959798994974875,0.17399306921629423
160,4.21608040201005,0.1774849512781127
161,4.236180904522613,0.18106892255825238
162,4.256281407035176,0.18474270730664938
163,4.276381909547739,0.18850404992723385
164,4.296482412060302,0.19235071477745586
165,4.316582914572864,0.1962804859869086
166,4.336683417085427,0.2002911672948697
167,4.35678391959799,0.204380581906569
168,4.376884422110553,0.20854657236795798
169,4.396984924623116,0.21278700042408674
170,4.417085427135678,0.21709974705085533
171,4.437185929648241,0.22148271222238675
172,4.457286432160804,0.22593381495439352
173,4.477386934673367,0.2304509932452937
174,4.49748743718593,0.235032204056281
175,4.517587939698492,0.23967542330777403
176,4.5376884422110555,0.24437864589188268
177,4.557788944723618,0.24913988570041426
178,4.577889447236181,0.25395717566798526
179,4.597989949748744,0.258828567829777
180,4.618090452261306,0.263752133393228
181,4.63819095477387,0.2687259628236307
182,4.658291457286432,0.27374816594214013
