Label,ID,TRACK_ID,QUALITY,POSITION_X,POSITION_Y,POSITION_Z,POSITION_T,FRAME,RADIUS,VISIBILITY,MANUAL_COLOR,MEAN_INTENSITY,MEDIAN_INTENSITY,MIN_INTENSITY,MAX_INTENSITY,TOTAL_INTENSITY,STANDARD_DEVIATION,ESTIMATED_DIAMETER,CONTRAST,SNR
ID1596061,1596061,12,2174.132,4.497,0.924,0,6.300,21,0.150,1,-10921639,5674.000,5637,5045,6664,28370,632.250,0.472,0.252,3.616
ID1596128,1596128,12,1615.055,4.331,0.949,0,6.600,22,0.150,1,-10921639,4349.800,4363,3806,4749,21749,413.422,0.300,0.221,3.805
ID1596185,1596185,12,1415.706,4.360,0.935,0,6.900,23,0.150,1,-10921639,4471.000,3938,3474,6196,22355,1111.798,0.300,0.249,1.604
ID1596234,1596234,12,1344.897,4.353,0.962,0,7.200,24,0.150,1,-10921639,4048.000,4013,3414,4686,20240,523.022,0.300,0.213,2.718
ID1596294,1596294,12,1597.532,4.315,0.956,0,7.500,25,0.150,1,-10921639,4561.800,4414,3976,5502,22809,617.644,0.240,0.225,2.714
ID1596350,1596350,12,1304.040,4.352,0.947,0,7.800,26,0.150,1,-10921639,4316.800,4324,3999,4543,21584,199.359,0.240,0.230,8.099
ID1596401,1596401,12,1361.480,4.317,0.939,0,8.100,27,0.150,1,-10921639,4527.000,4667,4172,4878,22635,331.431,0.240,0.196,4.468
ID1596454,1596454,12,1824.782,4.352,0.924,0,8.400,28,0.150,1,-10921639,4508.200,4678,3779,4950,22541,505.081,0.300,0.235,3.394
ID1596510,1596510,12,1099.552,4.315,0.917,0,8.700,29,0.150,1,-10921639,4060.400,4023,3598,4646,20302,381.852,0.240,0.154,2.838
ID1594937,1594937,13,922.663,0.631,12.634,0,0.000,0,0.150,1,-10921639,3518.200,3425,3087,4178,17591,422.039,0.240,0.157,2.266
ID1594867,1594867,13,701.419,0.851,12.468,0,0.300,1,0.150,1,-10921639,3116.000,3027,2604,3568,15580,380.816,0.480,0.108,1.591
ID1594793,1594793,13,1065.271,0.952,12.306,0,0.600,2,0.150,1,-10921639,3474.400,3527,2994,3674,17372,277.493,0.240,0.166,3.559
ID1595141,1595141,13,731.094,0.978,12.433,0,0.900,3,0.150,1,-10921639,3211.400,3147,2653,4160,16057,589.159,0.475,0.124,1.206
ID1595000,1595000,13,697.108,0.952,12.310,0,1.200,4,0.150,1,-10921639,2992.800,2925,2558,3748,14964,469.572,0.300,0.117,1.334
ID1595071,1595071,13,774.508,0.946,12.295,0,1.500,5,0.150,1,-10921639,3224.200,3161,2806,3659,16121,345.375,0.478,0.151,2.456
ID1595201,1595201,13,900.686,0.960,12.328,0,1.800,6,0.150,1,-10921639,3538.600,3588,2642,4395,17693,625.566,0.240,0.190,1.804
ID1595262,1595262,13,567.585,0.914,12.344,0,2.100,7,0.150,1,-10921639,3277.400,3346,2928,3669,16387,336.215,0.479,0.143,2.446
ID1595312,1595312,13,837.788,1.007,12.333,0,2.400,8,0.150,1,-10921639,3120.000,3251,2649,3527,15600,429.828,0.300,0.145,1.841
ID1595369,1595369,13,919.204,0.993,12.307,0,2.700,9,0.150,1,-10921639,3444.400,3560,2834,3768,17222,382.794,0.240,0.193,2.914
ID1595425,1595425,13,1158.709,0.976,12.319,0,3.000,10,0.150,1,-10921639,3509.800,3454,3382,3690,17549,136.573,0.240,0.203,8.671
ID1595547,1595547,13,749.781,0.906,12.296,0,3.600,12,0.150,1,-10921639,3053.200,3076,2746,3332,15266,224.409,0.240,0.137,3.277
ID1595611,1595611,13,924.663,1.003,12.295,0,3.900,13,0.150,1,-10921639,3468.400,3488,2857,4105,17342,573.375,0.240,0.176,1.807
ID1595741,1595741,13,1016.999,0.967,12.301,0,4.200,14,0.150,1,-10921639,3555.400,3569,3205,4050,17777,320.955,0.240,0.192,3.573
ID1595670,1595670,13,721.922,1.032,12.302,0,4.500,15,0.150,1,-10921639,2899.800,2987,2164,3280,14499,433.362,0.240,0.129,1.528
ID1595803,1595803,13,1023.823,0.954,12.298,0,5.100,17,0.150,1,-10921639,3586.000,3580,3099,3962,17930,381.441,0.240,0.199,3.117
ID1595926,1595926,13,821.658,0.927,12.326,0,5.400,18,0.150,1,-10921639,3132.800,3100,2641,3462,15664,326.032,0.478,0.136,2.297
ID1595987,1595987,13,932.309,0.956,12.290,0,5.700,19,0.150,1,-10921639,3497.000,3650,2879,3848,17485,405.905,0.240,0.208,2.961
ID1596044,1596044,13,577.394,0.935,12.303,0,6.000,20,0.150,1,-10921639,3039.000,3211,2531,3309,15195,324.767,0.480,0.112,1.887
ID1596103,1596103,13,543.331,0.957,12.333,0,6.300,21,0.150,1,-10921639,2803.800,2692,2262,3507,14019,457.333,0.479,0.077,0.873
ID1596165,1596165,13,839.306,0.920,12.264,0,6.600,22,0.150,1,-10921639,3315.800,3210,3001,3760,16579,303.209,0.240,0.162,3.042
ID1596219,1596219,13,550.953,1.028,12.340,0,6.900,23,0.150,1,-10921639,2698.200,2401,2292,3527,13491,533.779,0.480,0.087,0.812
ID1596275,1596275,13,886.014,1.047,12.364,0,7.200,24,0.150,1,-10921639,3550.200,3376,2945,4264,17751,564.500,0.240,0.201,2.109
ID1596335,1596335,13,782.153,0.951,12.275,0,7.500,25,0.150,1,-10921639,3185.000,3218,2832,3660,15925,330.699,0.240,0.140,2.372
ID1596388,1596388,13,823.520,0.954,12.317,0,7.800,26,0.150,1,-10921639,3047.000,2949,2785,3356,15235,283.448,0.482,0.149,2.783
ID1596442,1596442,13,1023.322,1.011,12.369,0,8.100,27,0.150,1,-10921639,3297.000,3367,2891,3556,16485,246.425,0.240,0.170,3.883
ID1596495,1596495,13,726.340,0.936,12.315,0,8.400,28,0.150,1,-10921639,3044.400,2985,2635,3435,15222,331.502,0.300,0.110,1.813
ID1596553,1596553,13,916.139,0.962,12.317,0,8.700,29,0.150,1,-10921639,3282.600,3272,2874,3892,16413,394.006,0.240,0.144,2.104
ID1596670,1596670,13,641.786,0.920,12.288,0,9.300,31,0.150,1,-10921639,3215.800,3002,2946,3975,16079,432.436,0.480,0.133,1.744
ID1596781,1596781,13,748.196,0.876,12.384,0,9.600,32,0.150,1,-10921639,3031.200,3056,2325,3671,15156,486.173,0.478,0.121,1.348
ID1596835,1596835,13,601.191,0.995,12.280,0,10.200,34,0.150,1,-10921639,3209.600,3192,2763,3715,16048,365.259,0.240,0.140,2.160
ID1596885,1596885,13,782.867,0.940,12.338,0,10.500,35,0.150,1,-10921639,2994.200,2993,2678,3274,14971,227.651,0.300,0.128,2.975
ID1596928,1596928,13,879.097,0.973,12.289,0,10.800,36,0.150,1,-10921639,3216.000,3310,2801,3390,16080,242.437,0.240,0.159,3.649
ID1596991,1596991,13,906.107,0.924,12.252,0,11.100,37,0.150,1,-10921639,3158.800,3272,2421,3615,15794,443.538,0.473,0.159,1.952
ID1597049,1597049,13,519.237,0.953,12.442,0,11.400,38,0.150,1,-10921639,2767.200,2885,2059,3466,13836,556.961,0.300,0.104,0.939
ID1594939,1594939,14,1094.539,3.764,12.982,0,0.000,0,0.150,1,-10921639,3401.400,3605,2206,4060,17007,704.819,0.240,0.119,1.025
ID1594868,1594868,14,936.650,3.816,13.148,0,0.300,1,0.150,1,-10921639,3459.600,3335,3033,4246,17298,460.243,0.300,0.165,2.129
ID1594796,1594796,14,564.952,3.821,13.232,0,0.600,2,0.150,1,-10921639,3029.800,3010,2450,3545,15149,456.629,0.240,0.108,1.294
ID1595203,1595203,14,837.166,3.413,13.087,0,1.800,6,0.150,1,-10921639,3844.600,4155,2840,4249,19223,594.879,0.240,0.200,2.155
ID1595264,1595264,14,919.223,3.510,13.233,0,2.100,7,0.150,1,-10921639,3331.600,3329,3129,3469,16658,127.373,0.240,0.147,6.710
ID1595315,1595315,14,666.890,3.628,13.447,0,2.400,8,0.150,1,-10921639,3206.400,3334,2877,3416,16032,244.854,0.478,0.115,2.692
ID1595372,1595372,14,706.989,3.822,13.602,0,2.700,9,0.150,1,-10921639,3252.200,3136,2623,4142,16261,555.726,0.479,0.130,1.349
ID1595431,1595431,14,687.366,3.826,13.556,0,3.000,10,0.150,1,-10921639,3295.400,3426,2942,3640,16477,318.975,0.240,0.138,2.508
ID1594940,1594940,15,953.738,2.896,13.162,0,0.000,0,0.150,1,-10921639,3285.800,3393,2523,3706,16429,471.834,0.479,0.112,1.398
ID1594871,1594871,15,619.753,3.003,13.285,0,0.300,1,0.150,1,-10921639,3504.800,3213,2813,4352,17524,647.007,0.300,0.146,1.379
ID1594795,1594795,15,759.634,2.843,13.277,0,0.600,2,0.150,1,-10921639,3220.000,3279,3020,3400,16100,156.577,0.240,0.143,5.154
ID1595428,1595428,15,1115.454,2.861,13.155,0,3.000,10,0.150,1,-10921639,4031.600,3982,3570,4591,20158,366.141,0.240,0.166,3.135
ID1595486,1595486,15,820.292,2.954,13.275,0,3.300,11,0.150,1,-10921639,3373.800,3252,3210,3645,16869,192.744,0.240,0.141,4.322
ID1595551,1595551,15,852.862,2.903,13.264,0,3.600,12,0.150,1,-10921639,3371.800,3407,3173,3487,16859,127.478,0.240,0.172,7.754
ID1595614,1595614,15,544.731,2.898,13.301,0,3.900,13,0.150,1,-10921639,3246.600,3250,2723,3807,16233,384.971,0.240,0.135,2.001
ID1595744,1595744,15,965.304,2.933,13.225,0,4.200,14,0.150,1,-10921639,3265.000,3342,2792,3687,16325,418.765,0.478,0.143,1.951
ID1595674,1595674,15,605.760,2.989,13.271,0,4.500,15,0.150,1,-10921639,3113.200,3098,2581,3847,15566,480.031,0.240,0.125,1.446
ID1595862,1595862,15,620.633,2.882,13.244,0,4.800,16,0.150,1,-10921639,3132.400,3015,2830,3491,15662,279.872,0.240,0.120,2.403
ID1596049,1596049,15,850.483,2.923,13.247,0,6.000,20,0.150,1,-10921639,3455.600,3293,2998,4020,17278,447.281,0.300,0.151,2.030
ID1596109,1596109,15,676.271,2.837,13.330,0,6.300,21,0.150,1,-10921639,2976.200,2978,2613,3312,14881,253.409,0.451,0.092,1.981
ID1594942,1594942,16,571.983,12.203,13.239,0,0.000,0,0.150,1,-10921639,3126.600,3160,2301,3865,15633,563.477,0.300,0.078,0.799
ID1594869,1594869,16,612.130,12.245,13.186,0,0.300,1,0.150,1,-10921639,3307.000,3105,2739,4000,16535,576.582,0.240,0.116,1.192
ID1594797,1594797,16,1058.876,12.196,13.236,0,0.600,2,0.150,1,-10921639,3592.600,3691,3079,3934,17963,326.059,0.475,0.160,3.034
ID1595145,1595145,16,740.809,12.201,13.201,0,0.900,3,0.150,1,-10921639,3713.000,3657,3127,4502,18565,536.963,0.240,0.153,1.834
ID1595002,1595002,16,1175.725,12.261,13.258,0,1.200,4,0.150,1,-10921639,3684.200,3830,3199,4065,18421,364.024,0.478,0.172,2.977
ID1595073,1595073,16,828.918,12.222,13.153,0,1.500,5,0.150,1,-10921639,3564.200,3389,3308,4119,17821,337.585,0.300,0.152,2.789
ID1595204,1595204,16,725.949,12.236,13.152,0,1.800,6,0.150,1,-10921639,3651.400,3949,3002,3996,18257,453.803,0.240,0.175,2.395
ID1595266,1595266,16,630.871,12.204,13.284,0,2.100,7,0.150,1,-10921639,3319.200,3256,2828,3945,16596,407.121,0.475,0.145,2.067
ID1595314,1595314,16,714.021,12.248,13.267,0,2.400,8,0.150,1,-10921639,3416.000,3325,2978,3768,17080,322.240,0.476,0.127,2.387
ID1595371,1595371,16,724.038,12.217,13.214,0,2.700,9,0.150,1,-10921639,3617.000,3617,3323,4104,18085,316.374,0.240,0.153,3.028
ID1595429,1595429,16,772.542,12.229,13.227,0,3.000,10,0.150,1,-10921639,3327.800,3346,3017,3738,16639,286.892,0.462,0.124,2.555
ID1595485,1595485,16,692.061,12.247,13.186,0,3.300,11,0.150,1,-10921639,3093.400,3222,2342,3528,15467,446.561,0.478,0.113,1.404
ID1595552,1595552,16,1062.352,12.221,13.237,0,3.600,12,0.150,1,-10921639,3475.400,3521,3280,3548,17377,110.943,0.300,0.135,7.437
ID1595613,1595613,16,578.454,12.119,13.156,0,3.900,13,0.150,1,-10921639,2989.600,3116,2526,3234,14948,290.504,0.479,0.078,1.498
ID1595745,1595745,16,520.536,12.164,13.199,0,4.200,14,0.150,1,-10921639,3134.400,3187,2627,3763,15672,443.595,0.240,0.116,1.467
ID1595675,1595675,16,1035.448,12.232,13.246,0,4.500,15,0.150,1,-10921639,3439.600,3353,3066,4155,17198,449.871,0.300,0.166,2.181
ID1595864,1595864,16,721.903,12.222,13.240,0,4.800,16,0.150,1,-10921639,3518.000,3667,2907,4032,17590,473.384,0.240,0.161,2.064
ID1595806,1595806,16,667.474,12.253,13.278,0,5.100,17,0.150,1,-10921639,2974.000,3047,2142,3635,14870,537.382,0.300,0.114,1.132
ID1595929,1595929,16,816.519,12.219,13.260,0,5.400,18,0.150,1,-10921639,3627.400,3480,3272,4128,18137,337.676,0.240,0.167,3.072
ID1595991,1595991,16,516.032,12.260,13.245,0,5.700,19,0.150,1,-10921639,2831.600,2813,2561,3113,14158,256.762,0.456,0.085,1.726
ID1596047,1596047,16,532.877,12.260,13.179,0,6.000,20,0.150,1,-10921639,3078.200,2988,2863,3368,15391,199.600,0.478,0.094,2.663
ID1596108,1596108,16,679.519,12.084,13.260,0,6.300,21,0.150,1,-10921639,3068.600,2959,2918,3481,15343,237.702,0.300,0.104,2.436
ID1596167,1596167,16,574.730,12.217,13.268,0,6.600,22,0.150,1,-10921639,3061.000,3145,2496,3574,15305,395.392,0.240,0.103,1.440
ID1596222,1596222,16,521.744,12.194,13.335,0,6.900,23,0.150,1,-10921639,2895.200,2837,2773,3051,14476,136.379,0.458,0.113,4.296
ID1596282,1596282,16,669.609,12.242,13.229,0,7.200,24,0.150,1,-10921639,3397.200,3494,2975,3624,16986,264.624,0.240,0.125,2.858
ID1596339,1596339,16,684.590,12.171,13.233,0,7.500,25,0.150,1,-10921639,3458.600,3256,3090,4300,17293,495.024,0.240,0.161,1.937
ID1596392,1596392,16,687.497,12.138,13.275,0,7.800,26,0.150,1,-10921639,3194.200,3114,2675,4022,15971,505.257,0.300,0.117,1.327
ID1596445,1596445,16,941.838,12.243,13.248,0,8.100,27,0.150,1,-10921639,3566.000,3601,3049,3899,17830,338.867,0.479,0.175,3.138
ID1596498,1596498,16,795.048,12.205,13.317,0,8.400,28,0.150,1,-10921639,3249.200,3404,2599,3598,16246,399.360,0.300,0.143,2.030
ID1596555,1596555,16,655.226,12.254,13.254,0,8.700,29,0.150,1,-10921639,3029.200,2996,2568,3429,15146,312.944,0.240,0.118,2.047
ID1596614,1596614,16,731.539,12.222,13.281,0,9.000,30,0.150,1,-10921639,3218.000,3227,2988,3425,16090,194.747,0.240,0.142,4.098
ID1596671,1596671,16,662.777,12.153,13.243,0,9.300,31,0.150,1,-10921639,3108.400,2950,2789,3698,15542,369.753,0.300,0.120,1.803
ID1596784,1596784,16,530.866,12.179,13.295,0,9.600,32,0.150,1,-10921639,2805.600,2792,2437,3342,14028,347.860,0.300,0.095,1.396
ID1596728,1596728,16,560.119,12.244,13.224,0,9.900,33,0.150,1,-10921639,3081.600,3348,2033,3588,15408,620.461,0.240,0.106,0.952
ID1596838,1596838,16,558.881,12.179,13.275,0,10.200,34,0.150,1,-10921639,3206.400,3331,2843,3444,16032,264.986,0.240,0.129,2.757
ID1596888,1596888,16,859.055,12.170,13.206,0,10.500,35,0.150,1,-10921639,4006.200,3925,3434,4854,20031,537.142,0.240,0.202,2.511
ID1596931,1596931,16,1230.348,12.176,13.204,0,10.800,36,0.150,1,-10921639,4067.400,4083,3679,4725,20337,424.786,0.240,0.218,3.423
ID1596995,1596995,16,847.808,12.211,13.297,0,11.100,37,0.150,1,-10921639,3432.200,3418,3248,3744,17161,203.055,0.479,0.138,4.088
ID1597055,1597055,16,741.377,12.212,13.331,0,11.400,38,0.150,1,-10921639,3150.200,2994,2826,3585,15751,345.107,0.300,0.136,2.179
ID1597113,1597113,16,856.930,12.202,13.271,0,11.700,39,0.150,1,-10921639,3399.400,3285,2705,4212,16997,557.536,0.480,0.150,1.595
ID1597231,1597231,16,894.057,12.169,13.339,0,12.000,40,0.150,1,-10921639,3507.400,3608,3009,3900,17537,345.496,0.240,0.174,3.013
ID1597172,1597172,16,1061.008,12.235,13.333,0,12.300,41,0.150,1,-10921639,3417.600,3397,2965,3898,17088,334.993,0.240,0.155,2.745
ID1597403,1597403,16,694.254,12.226,13.291,0,12.900,43,0.150,1,-10921639,3333.600,3239,2863,4062,16668,487.523,0.240,0.142,1.696
ID1597343,1597343,16,1130.092,12.213,13.267,0,13.200,44,0.150,1,-10921639,3663.000,3768,3065,4247,18315,463.726,0.300,0.192,2.548
ID1597454,1597454,16,675.314,12.208,13.401,0,13.500,45,0.150,1,-10921639,3076.000,3225,2639,3516,15380,376.986,0.300,0.091,1.359
ID1597510,1597510,16,987.460,12.188,13.328,0,13.800,46,0.150,1,-10921639,3589.800,3480,3142,4043,17949,368.935,0.240,0.200,3.248
ID1597557,1597557,16,683.729,12.206,13.300,0,14.100,47,0.150,1,-10921639,3339.800,3376,2698,4026,16699,482.403,0.240,0.154,1.852
ID1597615,1597615,16,909.602,12.170,13.361,0,14.400,48,0.150,1,-10921639,3645.800,3599,3107,4141,18229,375.734,0.479,0.184,3.016
ID1597680,1597680,16,727.061,12.191,13.331,0,14.700,49,0.150,1,-10921639,3433.600,3420,3066,3865,17168,317.443,0.240,0.153,2.879
ID1597729,1597729,16,521.008,12.131,13.298,0,15.000,50,0.150,1,-10921639,2887.200,2837,2648,3094,14436,192.142,0.474,0.102,2.789
ID1597788,1597788,16,682.313,12.206,13.344,0,15.300,51,0.150,1,-10921639,3028.800,2988,2713,3546,15144,329.621,0.240,0.139,2.246
ID1597943,1597943,16,666.429,12.039,13.493,0,16.200,54,0.150,1,-10921639,2920.200,2981,2229,3357,14601,426.292,0.300,0.094,1.174
ID1598004,1598004,16,572.664,12.230,13.276,0,16.500,55,0.150,1,-10921639,3227.200,3191,2570,3971,16136,510.436,0.240,0.140,1.557
ID1598066,1598066,16,533.738,12.183,13.262,0,16.800,56,0.150,1,-10921639,3033.400,3027,2609,3512,15167,336.414,0.240,0.127,2.034
ID1598488,1598488,16,650.341,12.178,13.284,0,19.200,64,0.150,1,-10921639,3189.200,3175,2961,3499,15946,235.767,0.240,0.151,3.552
ID1598540,1598540,16,502.213,12.235,13.305,0,19.500,65,0.150,1,-10921639,2975.400,3017,2223,3528,14877,481.679,0.300,0.108,1.201
ID1598854,1598854,16,596.094,12.222,13.000,0,21.300,71,0.150,1,-10921639,2998.400,2927,2662,3502,14992,310.155,0.240,0.125,2.156
ID1598906,1598906,16,579.274,12.212,12.955,0,21.600,72,0.150,1,-10921639,2787.600,2810,2618,3036,13938,171.553,0.240,0.108,3.172
ID1599176,1599176,16,693.878,12.207,12.957,0,23.100,77,0.150,1,-10921639,2845.400,2846,2577,3168,14227,258.192,0.482,0.125,2.440
ID1599280,1599280,16,620.953,12.246,13.010,0,23.400,78,0.150,1,-10921639,3152.600,2878,2205,3994,15763,759.814,0.479,0.149,1.077
ID1594930,1594930,17,862.039,2.042,9.205,0,0.000,0,0.150,1,-10921639,3498.200,3479,2961,4084,17491,399.264,0.240,0.144,2.210
ID1594859,1594859,17,1380.347,2.003,9.463,0,0.300,1,0.150,1,-10921639,3913.600,3893,3247,4633,19568,506.950,0.480,0.216,2.748
ID1594779,1594779,17,1021.306,1.975,9.678,0,0.600,2,0.150,1,-10921639,3747.400,3682,3306,4361,18737,398.883,0.240,0.174,2.791
ID1595136,1595136,17,851.991,2.016,9.964,0,0.900,3,0.150,1,-10921639,3638.400,3601,2917,4397,18192,532.450,0.240,0.165,1.935
ID1594993,1594993,17,1120.740,1.997,10.114,0,1.200,4,0.150,1,-10921639,4219.600,4314,3351,5308,21098,771.389,0.240,0.211,1.909
ID1595064,1595064,17,934.480,2.052,10.370,0,1.500,5,0.150,1,-10921639,3549.600,3547,3183,3796,17748,240.549,0.480,0.160,4.071
ID1595195,1595195,17,630.634,2.093,10.655,0,1.800,6,0.150,1,-10921639,3352.000,3594,2703,3943,16760,597.740,0.240,0.154,1.493
ID1594931,1594931,18,842.898,11.141,9.723,0,0.000,0,0.150,1,-10921639,3310.400,3229,2931,3972,16552,391.091,0.240,0.162,2.364
ID1594860,1594860,18,744.548,11.207,9.622,0,0.300,1,0.150,1,-10921639,3152.800,3232,2193,3733,15764,580.020,0.480,0.113,1.102
ID1594780,1594780,18,735.620,11.262,9.698,0,0.600,2,0.150,1,-10921639,3176.000,3179,2881,3518,15880,231.137,0.300,0.114,2.822
ID1594992,1594992,18,670.207,11.222,9.757,0,1.200,4,0.150,1,-10921639,3298.800,3291,3082,3559,16494,218.330,0.240,0.127,3.399
ID1595062,1595062,18,670.177,11.230,9.703,0,1.500,5,0.150,1,-10921639,3122.600,3199,2673,3393,15613,306.357,0.300,0.095,1.764
ID1595193,1595193,18,505.060,11.154,9.843,0,1.800,6,0.150,1,-10921639,2997.800,2989,2759,3227,14989,167.849,0.479,0.082,2.700
ID1594933,1594933,19,1126.222,6.210,9.827,0,0.000,0,0.150,1,-10921639,3653.200,3826,2912,3942,18266,426.400,0.240,0.167,2.455
ID1594862,1594862,19,800.300,6.196,9.814,0,0.300,1,0.150,1,-10921639,3389.400,3539,2288,3977,16947,657.164,0.240,0.130,1.190
ID1594781,1594781,19,818.946,6.183,9.753,0,0.600,2,0.150,1,-10921639,3594.200,3831,2809,4300,17971,594.776,0.240,0.165,1.716
ID1595134,1595134,19,1117.635,6.185,9.749,0,0.900,3,0.150,1,-10921639,3838.800,3725,3128,4736,19194,579.260,0.240,0.195,2.162
ID1594991,1594991,19,861.352,6.159,9.780,0,1.200,4,0.150,1,-10921639,3749.600,3675,2964,4605,18748,674.370,0.240,0.187,1.754
ID1595061,1595061,19,643.139,6.206,9.698,0,1.500,5,0.150,1,-10921639,3308.600,3142,2855,4137,16543,488.301,0.240,0.138,1.645
ID1595190,1595190,19,625.032,6.181,9.705,0,1.800,6,0.150,1,-10921639,3172.200,3354,2266,3541,15861,515.579,0.476,0.097,1.088
ID1595304,1595304,19,825.917,6.222,9.647,0,2.400,8,0.150,1,-10921639,3556.000,3614,3300,3740,17780,164.838,0.240,0.148,5.569
ID1595363,1595363,19,705.839,6.227,9.673,0,2.700,9,0.150,1,-10921639,3528.000,3458,3089,4020,17640,358.988,0.240,0.121,2.120
ID1595417,1595417,19,795.153,6.204,9.654,0,3.000,10,0.150,1,-10921639,3493.600,3587,2839,4242,17468,569.232,0.300,0.162,1.709
ID1595478,1595478,19,902.384,6.175,9.662,0,3.300,11,0.150,1,-10921639,3462.400,3394,3011,4141,17312,474.518,0.240,0.177,2.195
ID1595541,1595541,19,611.799,6.232,9.649,0,3.600,12,0.150,1,-10921639,3273.000,3113,2950,3692,16365,371.664,0.300,0.116,1.827
ID1595604,1595604,19,965.405,6.254,9.646,0,3.900,13,0.150,1,-10921639,3744.200,4090,2637,4721,18721,844.427,0.240,0.194,1.438
ID1595738,1595738,19,949.152,6.235,9.608,0,4.200,14,0.150,1,-10921639,3599.200,3606,3342,3949,17996,249.471,0.480,0.158,3.941
ID1595666,1595666,19,1098.766,6.197,9.643,0,4.500,15,0.150,1,-10921639,3646.000,3915,2465,4085,18230,668.204,0.300,0.154,1.459
ID1595858,1595858,19,968.106,6.199,9.568,0,4.800,16,0.150,1,-10921639,3641.400,3665,3345,3926,18207,225.866,0.473,0.149,4.173
ID1595796,1595796,19,914.379,6.249,9.613,0,5.100,17,0.150,1,-10921639,3472.800,3495,3106,4022,17364,366.738,0.240,0.152,2.496
ID1595922,1595922,19,782.264,6.251,9.569,0,5.400,18,0.150,1,-10921639,3814.200,3688,3219,4455,19071,460.571,0.240,0.167,2.368
ID1595979,1595979,19,756.047,6.165,9.627,0,5.700,19,0.150,1,-10921639,3111.800,3168,2766,3332,15559,211.880,0.479,0.105,2.780
ID1594934,1594934,20,848.537,6.982,9.852,0,0.000,0,0.150,1,-10921639,3134.400,3219,2623,3400,15672,304.095,0.300,0.132,2.397
ID1594863,1594863,20,1049.750,6.990,9.837,0,0.300,1,0.150,1,-10921639,3551.400,3545,2861,4187,17757,473.825,0.300,0.162,2.089
ID1594783,1594783,20,928.333,6.962,9.841,0,0.600,2,0.150,1,-10921639,3520.800,3369,3190,4127,17604,363.881,0.240,0.173,2.852
ID1595135,1595135,20,676.107,6.986,9.794,0,0.900,3,0.150,1,-10921639,3372.000,3450,2617,4054,16860,531.278,0.479,0.128,1.439
ID1595063,1595063,20,797.112,6.905,9.854,0,1.500,5,0.150,1,-10921639,3095.200,3010,2728,3414,15476,298.589,0.300,0.116,2.163
ID1595191,1595191,20,712.054,6.991,9.778,0,1.800,6,0.150,1,-10921639,3346.200,3261,2850,4115,16731,498.158,0.469,0.127,1.515
ID1595255,1595255,20,1046.595,7.005,9.778,0,2.100,7,0.150,1,-10921639,3725.400,3526,3302,4726,18627,575.914,0.240,0.187,2.039
ID1595305,1595305,20,500.888,6.994,9.831,0,2.400,8,0.150,1,-10921639,2780.200,3021,2218,3179,13901,452.242,0.300,0.070,0.801
ID1595364,1595364,20,891.845,6.960,9.785,0,2.700,9,0.150,1,-10921639,3204.200,3279,2812,3395,16021,226.351,0.240,0.138,3.438
ID1595419,1595419,20,948.332,7.010,9.881,0,3.000,10,0.150,1,-10921639,3419.400,3455,3206,3586,17097,162.309,0.240,0.156,5.692
ID1595479,1595479,20,515.609,6.953,9.830,0,3.300,11,0.150,1,-10921639,3261.400,3150,2832,3758,16307,395.660,0.240,0.132,1.926
ID1595542,1595542,20,764.013,7.012,9.796,0,3.600,12,0.150,1,-10921639,3506.200,3221,3134,4268,17531,484.190,0.240,0.160,1.994
ID1595605,1595605,20,1086.468,6.928,9.775,0,3.900,13,0.150,1,-10921639,3717.400,3622,3354,4216,18587,319.244,0.240,0.174,3.450
ID1595739,1595739,20,960.830,6.977,9.849,0,4.200,14,0.150,1,-10921639,3416.600,3316,2941,4081,17083,421.083,0.300,0.140,1.987
ID1595667,1595667,20,894.429,6.969,9.808,0,4.500,15,0.150,1,-10921639,3594.000,3831,2765,4131,17970,546.880,0.479,0.178,1.982
ID1595860,1595860,20,987.092,6.944,9.881,0,4.800,16,0.150,1,-10921639,3484.400,3495,3238,3719,17422,172.413,0.480,0.135,4.797
ID1595923,1595923,20,893.209,7.002,9.841,0,5.400,18,0.150,1,-10921639,3226.800,3417,2312,3730,16134,543.543,0.468,0.132,1.382
