Track ID,ROI ID,Track  (um),Track duration (s),Track speed (um/s),x1,y1,x2,y2
1,0002-0010-0182,3.780,190,0.020,152,19,212,0
2,0002-0010-0189,4.284,200,0.021,154,20,222,0
