Track ID,ROI ID,Track  (um),Track duration (s),Track speed (um/s),x1,y1,x2,y2
1,0002-0004-0059,1.329,80,0.017,49,8,70,0
2,0002-0005-0065,1.836,90,0.020,51,9,80,0
