Track ID,ROI ID,Track  (um),Track duration (s),Track speed (um/s),x1,y1,x2,y2
1,0002-0007-0034,1.582,140,0.011,22,14,47,0
2,0002-0008-0043,1.709,150,0.011,29,15,56,0
