Date,Investigator,CH,[Tubulin] $(\mu M)$,[DCX] $(\mu M)$,Length $(\mu m)$,Lifetime $(min)$,Growth Rate $(\mu m / min)$,Time to Nucleate $(min)$,Shrink Length $(\mu m)$,Shrink Lifetime $(min)$,Shrink Rate $(\mu m / min)$,Rescues,DCX Type
2020-03-11,Sofia,12,5.0,100.0,8.418899999999999,10.789333333333333,0.7802984429065742,0.38533333333333336,3.1016999999999997,2.601,1.1925028835063436,True,WT
2020-03-11,Sofia,12,5.0,100.0,12.470099999999999,19.652,0.6345461021778953,0.8670000000000001,2.0256,1.5413333333333334,1.3141868512110724,True,WT
2020-03-11,Sofia,12,5.0,100.0,12.027,19.652,0.6119987787502543,0.19266666666666668,6.0767999999999995,2.6973333333333334,2.252891744933267,True,WT
2020-03-11,Sofia,12,5.0,100.0,5.570399999999999,9.922333333333334,0.5614002082843416,0.09633333333333334,2.7851999999999997,0.7706666666666667,3.614013840830449,True,WT
2020-03-11,Sofia,12,5.0,100.0,6.0767999999999995,12.716000000000001,0.4778861277131173,1.156,4.367699999999999,2.408333333333333,1.81357785467128,True,WT
2020-03-11,Sofia,12,5.0,100.0,1.1394,1.445,0.7885121107266435,0.4816666666666667,0.6962999999999999,0.6743333333333333,1.0325753830944142,True,WT
2020-03-11,Sofia,12,5.0,100.0,2.2788,5.4910000000000005,0.41500637406665447,2.1193333333333335,1.266,0.4816666666666667,2.628373702422145,True,WT
2020-03-11,Sofia,12,5.0,100.0,5.8236,9.633333333333333,0.6045259515570934,0.09633333333333334,2.532,1.156,2.190311418685121,True,WT
2020-03-11,Sofia,12,5.0,100.0,2.4686999999999997,4.624,0.5338884083044982,0.09633333333333334,0.8229,0.38533333333333336,2.135553633217993,True,WT
2020-03-11,Sofia,12,5.0,100.0,10.128,14.642666666666667,0.6916772901110909,1.0596666666666668,3.7979999999999996,1.3486666666666667,2.816114681166584,True,WT
2020-03-11,Sofia,12,5.0,100.0,4.4943,7.995666666666667,0.5620919664818443,0.289,1.8989999999999998,1.2523333333333333,1.5163694437050836,True,WT
2020-03-11,Sofia,12,5.0,100.0,4.8107999999999995,8.381,0.5740126476554109,0.09633333333333334,1.9623,0.6743333333333333,2.909985170538804,True,WT
2020-03-11,Sofia,12,5.0,100.0,9.811499999999999,17.821666666666665,0.5505377349668007,0.09633333333333334,6.836399999999999,4.142333333333334,1.6503741852418117,True,WT
2020-03-11,Sofia,12,5.0,100.0,6.1400999999999994,14.642666666666667,0.4193293571298488,0.7706666666666667,4.0512,1.156,3.5044982698961937,True,WT
2020-03-11,Sofia,12,5.0,100.0,1.7090999999999998,4.335,0.39425605536332176,0.19266666666666668,1.1394,0.4816666666666667,2.3655363321799308,True,WT
2020-03-11,Sofia,12,5.0,100.0,,,,,,,,False,WT
2020-03-11,Sofia,12,5.0,100.0,5.3805,7.610333333333333,0.7069992553983618,0.289,0.8229,1.2523333333333333,0.6570934256055363,True,WT
2020-03-11,Sofia,12,5.0,100.0,2.6586,4.142333333333334,0.6418121831495934,0.09633333333333334,0.5064,0.8670000000000001,0.5840830449826988,True,WT
2020-03-11,Sofia,12,5.0,100.0,6.266699999999999,10.693000000000001,0.5860562985130457,0.289,3.4814999999999996,0.9633333333333334,3.614013840830449,True,WT
2020-03-11,Sofia,12,5.0,100.0,6.4566,9.922333333333334,0.6507138777841233,2.601,3.1649999999999996,2.1193333333333335,1.4933941491034914,True,WT
2020-03-11,Sofia,12,5.0,100.0,18.420299999999997,25.817333333333334,0.713485771832877,0.19266666666666668,14.4957,7.995666666666667,1.8129445116104557,True,WT
2020-03-11,Sofia,12,5.0,100.0,3.0383999999999998,5.394666666666667,0.5632229362333168,0.19266666666666668,1.6458,0.8670000000000001,1.8982698961937714,True,WT
2020-03-11,Sofia,12,5.0,100.0,1.5824999999999998,2.601,0.6084198385236447,1.445,1.1394,0.6743333333333333,1.6896688086999505,True,WT
2020-03-11,Sofia,12,5.0,100.0,14.115899999999998,25.046666666666667,0.5635839765770561,0.09633333333333334,12.470099999999999,9.537,1.3075495438817235,True,WT
2020-03-11,Sofia,12,5.0,100.0,3.1016999999999997,4.913,0.6313250559739466,0.8670000000000001,2.0256,0.578,3.5044982698961937,True,WT
2020-03-11,Sofia,12,5.0,100.0,5.570399999999999,8.67,0.6424913494809688,0.289,2.7218999999999998,1.3486666666666667,2.0182155215027184,True,WT
2020-03-11,Sofia,12,5.0,100.0,6.203399999999999,9.344333333333333,0.6638675846323975,1.5413333333333334,2.5953,1.5413333333333334,1.6838019031141866,True,WT
2020-03-11,Sofia,12,5.0,100.0,4.241099999999999,8.766333333333334,0.48379406061066954,0.19266666666666668,3.3548999999999998,1.0596666666666668,3.165995596099402,True,WT
2020-03-11,Sofia,13,5.0,100.0,10.2546,15.811000000000002,0.6485737777496678,0.42437500000000006,5.7603,2.716,2.120876288659794,True,P191R
2020-03-11,Sofia,13,5.0,100.0,0.9494999999999999,2.813,0.3375399928901528,0.909375,0.3165,0.29100000000000004,1.0876288659793814,True,P191R
2020-03-11,Sofia,13,5.0,100.0,4.4943,6.596,0.681367495451789,0.715375,1.0128,0.48500000000000004,2.088247422680412,True,P191R
2020-03-11,Sofia,13,5.0,100.0,2.532,4.365,0.5800687285223367,0.715375,0.633,0.29100000000000004,2.1752577319587627,True,P191R
2020-03-11,Sofia,13,5.0,100.0,2.7218999999999998,4.171,0.6525773195876288,0.909375,0.3165,0.29100000000000004,1.0876288659793814,True,P191R
2020-03-11,Sofia,13,5.0,100.0,2.8484999999999996,5.529,0.5151926207270754,1.4913750000000001,1.0760999999999998,0.776,1.386726804123711,True,P191R
2020-03-11,Sofia,13,5.0,100.0,2.8484999999999996,4.947,0.5758035172832019,1.103375,0.8229,1.1640000000000001,0.7069587628865979,True,P191R
2020-03-11,Sofia,13,5.0,100.0,2.3421,3.492,0.6707044673539518,0.521375,0.2532,0.5820000000000001,0.4350515463917525,True,P191R
2020-03-11,Sofia,13,5.0,100.0,4.874099999999999,10.088,0.48315820777160984,0.618375,2.0256,1.358,1.49160530191458,True,P191R
2020-03-11,Sofia,13,5.0,100.0,4.4943,8.536000000000001,0.5265112464854732,0.909375,1.6458,0.776,2.120876288659794,True,P191R
2020-03-11,Sofia,13,5.0,100.0,7.7859,11.931000000000001,0.6525773195876288,0.42437500000000006,3.7979999999999996,2.716,1.3983799705449187,True,P191R
2020-03-11,Sofia,13,5.0,100.0,4.5576,8.148,0.5593519882179676,0.521375,1.2026999999999999,0.776,1.5498711340206184,True,P191R
2020-03-11,Sofia,13,5.0,100.0,4.241099999999999,7.178,0.5908470325996098,0.23037500000000002,0.5064,0.388,1.3051546391752575,True,P191R
2020-03-11,Sofia,13,5.0,100.0,12.533399999999999,21.243000000000002,0.5900014122299109,1.103375,5.4437999999999995,1.358,4.0086892488954335,True,P191R
2020-03-11,Sofia,13,5.0,100.0,8.672099999999999,13.774000000000001,0.6295992449542616,0.521375,3.4181999999999997,2.1340000000000003,1.6017806935332703,True,P191R
2020-03-11,Sofia,13,5.0,100.0,3.6081,4.656000000000001,0.7749355670103092,1.2003750000000002,0.8861999999999999,0.776,1.1420103092783502,True,P191R
2020-03-11,Sofia,13,5.0,100.0,2.0256,3.201,0.6328022492970946,0.42437500000000006,0.5064,0.5820000000000001,0.870103092783505,True,P191R
2020-03-11,Sofia,13,5.0,100.0,4.5576,9.409,0.484387288766075,0.327375,1.9623,1.4550000000000003,1.3486597938144327,True,P191R
2020-03-11,Sofia,13,5.0,100.0,4.7475,7.275,0.6525773195876288,1.103375,0.8229,1.1640000000000001,0.7069587628865979,True,P191R
2020-03-11,Sofia,13,5.0,100.0,9.748199999999999,14.55,0.6699793814432988,1.297375,5.2539,2.716,1.934425625920471,True,P191R
2020-03-11,Sofia,13,5.0,100.0,5.000699999999999,11.155000000000001,0.44829224562976233,0.812375,2.7218999999999998,1.649,1.6506367495451788,True,P191R
2020-03-11,Sofia,13,5.0,100.0,4.1777999999999995,9.215,0.4533695062398263,0.521375,1.3293,0.5820000000000001,2.2840206185567005,True,P191R
2020-03-11,Sofia,13,5.0,100.0,4.874099999999999,11.252,0.4331763242090294,0.13337500000000002,1.8989999999999998,0.5820000000000001,3.2628865979381434,True,P191R
2020-03-11,Sofia,13,5.0,100.0,6.899699999999999,9.991000000000001,0.6905915323791411,0.42437500000000006,2.1521999999999997,1.4550000000000003,1.4791752577319581,True,P191R
2020-03-11,Sofia,13,5.0,100.0,1.9623,3.6860000000000004,0.5323657080846446,0.909375,0.37979999999999997,0.29100000000000004,1.3051546391752575,True,P191R
2020-03-11,Sofia,13,5.0,100.0,5.2539,7.857,0.6686903398243604,1.103375,1.8356999999999999,0.9700000000000001,1.8924742268041235,True,P191R
2020-03-11,Sofia,13,5.0,100.0,8.355599999999999,13.774000000000001,0.6066211703208944,1.3943750000000001,2.7218999999999998,1.9400000000000002,1.4030412371134018,True,P191R
2020-03-11,Sofia,13,5.0,100.0,1.266,3.3950000000000005,0.372901325478645,0.23037500000000002,0.6962999999999999,0.5820000000000001,1.1963917525773193,True,P191R
2020-03-11,Sofia,13,5.0,100.0,11.393999999999998,20.467,0.556701030927835,0.909375,7.595999999999999,3.3950000000000005,2.23740795287187,True,P191R
2020-03-11,Sofia,13,5.0,100.0,6.5199,9.991000000000001,0.6525773195876288,0.909375,2.7218999999999998,2.037,1.3362297496318114,True,P191R
